Entity,Code,Year,Lower_secondary_education,Pre-primary_education,Primary_education,Tertiary_education_programmes,Upper_secondary_education,Total
Europe & Central Asia (all income levels),,1977,,1620121.5,2885404.25,,,4505525.75
Europe & Central Asia (all income levels),,1978,,1675196.625,2880966.75,,,4556163.375
Europe & Central Asia (all income levels),,1979,,1721584.5,2884354.25,,,4605938.75
Europe & Central Asia (all income levels),,1980,,1760392.25,2894179.25,,,4654571.5
Europe & Central Asia (all income levels),,1981,,1724009.5,2888406,,,4612415.5
Europe & Central Asia (all income levels),,1982,,1777495.875,2891044.5,,,4668540.375
Europe & Central Asia (all income levels),,1983,,1832163.875,2889048.5,,,4721212.375
Europe & Central Asia (all income levels),,1984,,1889585.625,2897248.25,,,4786833.875
Europe & Central Asia (all income levels),,1985,,1963665.75,2925475.25,,,4889141
Europe & Central Asia (all income levels),,1986,,2042891.75,2950151.75,,,4993043.5
Europe & Central Asia (all income levels),,1987,,2088897,2966044.5,,,5054941.5
Europe & Central Asia (all income levels),,1988,,2144214.25,3000488.75,,,5144703
Europe & Central Asia (all income levels),,1989,,2154436,3030886.25,,,5185322.25
Europe & Central Asia (all income levels),,1990,,2199285.25,3073533.25,1703354,,6976172.5
Europe & Central Asia (all income levels),,1991,,2247940,3131636,1723575,,7103151
Europe & Central Asia (all income levels),,1992,,2239768.25,3177770.5,1743281.125,,7160819.875
Europe & Central Asia (all income levels),,1993,3975774.5,2149991.75,3260335.75,1760226.375,3075436.25,10245990.13
Europe & Central Asia (all income levels),,1994,3997817,2083445.25,3324089.25,1804684.625,3128754.75,10340973.88
Europe & Central Asia (all income levels),,1995,4031622.5,2020100.875,3286709,1854814.75,3100422.25,10262046.88
Europe & Central Asia (all income levels),,1996,4012877.25,1958957,3344926.25,1850292,3143073,10297248.25
Europe & Central Asia (all income levels),,1997,4151674.75,1877776.375,3348008,1908630.5,3010762.5,10145177.38
Europe & Central Asia (all income levels),,1998,4438768,1774544.5,3327811.75,1923703.25,2599631,9625690.5
Europe & Central Asia (all income levels),,1999,4211961,1739655.5,3311149.5,1957208,2870656.5,9878669.5
Europe & Central Asia (all income levels),,2000,4219506,1709484.875,3310169,2074316.5,2959375.5,10053345.88
Europe & Central Asia (all income levels),,2001,4315272,1719803.875,3313498.25,2168988,2947892.25,10150182.38
Europe & Central Asia (all income levels),,2002,4291039,1715100,3296430,2258413,2945596.5,10215539.5
Europe & Central Asia (all income levels),,2003,4196316.5,1744021.5,3248711.25,2362858.5,3000996.25,10356587.5
Europe & Central Asia (all income levels),,2004,4050985.5,1742729.5,3308406.25,2457071.25,3005631.75,10513838.75
Europe & Central Asia (all income levels),,2005,3942031.75,1755303.5,3279786.75,2530410.75,3089867.5,10655368.5
Europe & Central Asia (all income levels),,2006,3909044.25,1793788,3254363.75,2599365.5,3070009.25,10717526.5
Europe & Central Asia (all income levels),,2007,3887818.5,1838220.375,3289846.75,2630300,3064560.5,10822927.63
Europe & Central Asia (all income levels),,2008,3854466.5,1911120.375,3287752.75,2680379.5,2987684.25,10866936.88
Europe & Central Asia (all income levels),,2009,3816951.5,1959194,3281468,2687307.75,2946763.75,10874733.5
Europe & Central Asia (all income levels),,2010,3761924.5,2019438,3300973.5,2695915.75,2917149,10933476.25
Europe & Central Asia (all income levels),,2011,3724178.25,2074124.125,3327067.5,2674932,2874976.5,10951100.13
Europe & Central Asia (all income levels),,2012,3648077,2149787.75,3300211.5,2633510.25,2853080.25,10936589.75
Europe & Central Asia (all income levels),,2013,3698199.5,2122174.5,3297691.5,2601102,3002611.25,11023579.25
Europe & Central Asia (all income levels),,2014,3672200.5,2195713.25,3308773.75,2553312,2922444.5,10980243.5
European Union,,1970,,611510.5625,1992667.375,,,2604177.938
European Union,,1971,,607628.375,1989153.375,,,2596781.75
European Union,,1972,,618353.3125,2015892.5,,,2634245.813
European Union,,1973,,621879.5,2011506.125,,,2633385.625
European Union,,1974,,636460,2028883.25,,,2665343.25
European Union,,1975,,644262.875,2037270.625,,,2681533.5
European Union,,1976,,663447.6875,2029912.875,,,2693360.563
European Union,,1977,,677974.125,2037252.75,,,2715226.875
European Union,,1978,,676113.3125,2031078.75,,,2707192.063
European Union,,1979,,688269.9375,2024529.625,,,2712799.563
European Union,,1980,,699091.125,2010071.375,,,2709162.5
European Union,,1981,,711449.125,1984688.125,,,2696137.25
European Union,,1982,,724731.625,1974188.375,782872,,3481792
European Union,,1983,,737126.25,1963908.5,797822.75,,3498857.5
European Union,,1984,,751822.875,1963760.875,805322.125,,3520905.875
European Union,,1985,,758887.0625,1980433.125,811223.6875,,3550543.875
European Union,,1986,,766177.9375,1988910.625,818254.8125,,3573343.375
European Union,,1987,,768463.6875,1971754.375,826137.875,,3566355.938
European Union,,1988,,774896.1875,1973765.5,848090.75,,3596752.438
European Union,,1989,,783930,1979273.875,865741,,3628944.875
European Union,,1990,,799188.125,1986506,876459.5625,,3662153.688
European Union,,1991,,816385.4375,2011676.875,902060.125,,3730122.438
European Union,,1992,1768645.5,803146.875,2010349.625,932398.1875,1868672.625,5614567.313
European Union,,1993,1848294.75,814695.9375,2050784.625,981521.875,1952178.875,5799181.313
European Union,,1994,1856334.25,827574,2088923.5,1044652.375,2000503.75,5961653.625
European Union,,1995,1805193.875,825363.625,2045242.375,1068710.125,2004790.875,5944107
European Union,,1996,1755803.625,834414.125,2082495.625,1053738.375,2041970.75,6012618.875
European Union,,1997,1759546.625,843903.625,2091746.875,1091401.125,2007153.5,6034205.125
European Union,,1998,1758926.375,852865.6875,2086939.125,1078547.25,1863116.75,5881468.813
European Union,,1999,1818193.75,891291.3125,2082133.125,1073289.375,1773377.375,5820091.188
European Union,,2000,1851946.375,908957.75,2103389.75,1108983.25,1813478.125,5934808.875
European Union,,2001,1880943.125,944899.375,2108482,1156324.5,1834692,6044397.875
European Union,,2002,1924093.875,942166,2094394.75,1190233.375,1798440.25,6025234.375
European Union,,2003,1921963.875,969454.5625,2062144.625,1257710.375,1800929.125,6090238.688
European Union,,2004,1921349.375,960737,2054435.375,1313649.75,1787542.125,6116364.25
European Union,,2005,1946965.75,970146,2081304.75,1337285.5,1881443,6270179.25
European Union,,2006,1926679.75,992548.4375,2070996.25,1364064.5,1843478.125,6271087.313
European Union,,2007,1914205.5,1007414.438,2102525.25,1365875.375,1849938.375,6325753.438
European Union,,2008,1905538.125,1032303.688,2102487.5,1383177.875,1811355,6329324.063
European Union,,2009,1889231.375,1048287.125,2108963,1410149,1777496.375,6344895.5
European Union,,2010,1875114.875,1069200,2131728,1427241.75,1769636.25,6397806
European Union,,2011,1865846.5,1094919.375,2132034.75,1430849.875,1725776.625,6383580.625
European Union,,2012,1825346,1113504.875,2100888.5,1431435.375,1692833.75,6338662.5
European Union,,2013,1798912.375,1133600.875,2119957.75,1432849.75,1839821.5,6526229.875
European Union,,2014,1809224.375,1151009,2122005,1436244.625,1799406.125,6508664.75
Fiji,FJI,1974,,324,,201,,525
Fiji,FJI,1975,,256,,166,,422
Fiji,FJI,1977,,163,,,,163
Fiji,FJI,1978,,170,,,,170
Fiji,FJI,1979,,125,,,,125
Fiji,FJI,1980,,196,,,,196
Fiji,FJI,1981,,217,4150,,,4367
Fiji,FJI,1983,,253,,,,253
Fiji,FJI,1984,,255,,,,255
Fiji,FJI,1985,,308,,249,,557
Fiji,FJI,1986,,325,,320,,645
Fiji,FJI,1987,,335,,,,335
Fiji,FJI,1989,,,,326,,326
Fiji,FJI,1990,,375,,,,375
Fiji,FJI,1991,,,,277,,277
Fiji,FJI,1992,,422,4644,,,5066
Fiji,FJI,1994,,,4921,,,4921
Fiji,FJI,1995,,,4992,,,4992
Fiji,FJI,1996,,,5021,,,5021
Fiji,FJI,1997,,,5011,,,5011
Fiji,FJI,2000,,312,4079,,,4391
Fiji,FJI,2001,,340,4125,,,4465
Fiji,FJI,2002,,,4107,,,4107
Fiji,FJI,2003,2684,,4028,,1345,5373
Fiji,FJI,2004,3022,414,4029,,1536,5979
Fiji,FJI,2006,,450,,,,450
Fiji,FJI,2008,3428,,3939,,1837,5776
Fiji,FJI,2011,,,3296,,,3296
Fiji,FJI,2012,2324,,3671,,2717,6388
Finland,FIN,1971,,1191,17360,6267,,24818
Finland,FIN,1972,,1505,17427,6563,,25495
Finland,FIN,1973,,1700,19273,7223,,28196
Finland,FIN,1974,,1975,21248,4917,,28140
Finland,FIN,1975,,2147,23235,5216,,30598
Finland,FIN,1976,,,24494,,,24494
Finland,FIN,1977,,,27414,,,27414
Finland,FIN,1978,,,25096,,,25096
Finland,FIN,1979,,,25142,,,25142
Finland,FIN,1980,,,24834,,,24834
Finland,FIN,1981,,,25949,,,25949
Finland,FIN,1982,,,26664,,,26664
Finland,FIN,1983,,,24752,,,24752
Finland,FIN,1984,,,25139,,,25139
Finland,FIN,1995,,8765,,,,8765
Finland,FIN,1996,,8609,23294,,,31903
Finland,FIN,1997,,9807,21459,,,31266
Finland,FIN,1999,19665,10434,22163,15282,19602,67481
Finland,FIN,2000,19077,10585,23255,16216,19699,69755
Finland,FIN,2001,18166,10859,24669,16601,19759,71888
Finland,FIN,2002,18508,11219,25260,17375,20768,74622
Finland,FIN,2003,20326,11295,24024,17988,21229,74536
Finland,FIN,2004,20666,11334,24313,18520,21287,75454
Finland,FIN,2005,20861,11482,24577,18605,21121,75785
Finland,FIN,2006,,,24793,,,24793
Finland,FIN,2007,20604,12538,24272,,23566,60376
Finland,FIN,2008,19040,12856,24830,14225,23951,75862
Finland,FIN,2009,19794,13472,25728,14545,23525,77270
Finland,FIN,2010,20002,14198,24736,15414,23074,77422
Finland,FIN,2011,20415,14961,25281,16480,24078,80800
Finland,FIN,2012,20673,15611,25609,16164,24170,81554
Finland,FIN,2013,20095,16409,26402,16333,22483,81627
France,FRA,1975,,,207386,,,207386
France,FRA,1976,,,204311,,,204311
France,FRA,1977,,,203056,,,203056
France,FRA,1979,,,230634,,,230634
France,FRA,1980,,,232405,,,232405
France,FRA,1982,,,220631,,,220631
France,FRA,1984,,,193353,,,193353
France,FRA,1985,,,191847,,,191847
France,FRA,1986,,,199445,,,199445
France,FRA,1987,,,198800,,,198800
France,FRA,1988,,,202348,,,202348
France,FRA,1989,,,198922,,,198922
France,FRA,1993,,105391,219182,120289,,444862
France,FRA,1994,,106550,218019,125403,,449972
France,FRA,1995,,106297,216962,131664,,454923
France,FRA,1996,,105925,216938,132140,,455003
France,FRA,1997,,106581,211192,141410,,459183
France,FRA,1999,254749,128371,208607,102314,240491,679783
France,FRA,2000,240170,,207216,117740,262340,587296
France,FRA,2001,251825,132447,204727,127155,254479,718808
France,FRA,2002,251610,135195,204287,129007,258857,727346
France,FRA,2003,252250,137174,203418,134107,258693,733392
France,FRA,2004,244652,138633,202954,135783,266626,743996
France,FRA,2005,253032,141908,216411,,275030,633349
France,FRA,2006,248517,141718,217017,,246907,605642
France,FRA,2007,242740,141476,216654,,248215,606345
France,FRA,2008,236700,141976,217428,,243864,603268
France,FRA,2009,230867,136755,221717,,238218,596690
France,FRA,2010,229530,125396,234098,,233642,593136
France,FRA,2011,229471,127613,238141,,234505,600259
France,FRA,2012,223438,124626,233262,115511,237890,711289
France,FRA,2013,227044,125949.2578,229471,,230005,585425.2578
French Polynesia,PYF,1971,,,771,,,771
French Polynesia,PYF,1972,,,1173,,,1173
French Polynesia,PYF,1973,,,1064,,,1064
French Polynesia,PYF,1974,,,1213,,,1213
French Polynesia,PYF,1975,,244,1149,,,1393
French Polynesia,PYF,1976,,265,1213,,,1478
French Polynesia,PYF,1977,,289,1295,,,1584
French Polynesia,PYF,1980,,305,1427,,,1732
French Polynesia,PYF,1981,,346,1556,14,,1916
French Polynesia,PYF,1982,,350,1544,19,,1913
French Polynesia,PYF,1983,,406,1361,12,,1779
French Polynesia,PYF,1984,,437,1295,32,,1764
French Polynesia,PYF,1985,,462,1337,,,1799
French Polynesia,PYF,1988,,550,1967,,,2517
French Polynesia,PYF,1989,,600,1921,,,2521
French Polynesia,PYF,1990,,623,1936,,,2559
French Polynesia,PYF,1991,,626,1976,,,2602
French Polynesia,PYF,1992,,600,1700,,,2300
French Polynesia,PYF,1993,,669,1741,,,2410
French Polynesia,PYF,1994,,,1970,,,1970
French Polynesia,PYF,1995,,673,1974,,,2647
French Polynesia,PYF,1996,,640,2052,,,2692
Gabon,GAB,1971,,,2211,,,2211
Gabon,GAB,1972,,,2414,,,2414
Gabon,GAB,1973,,,2225,,,2225
Gabon,GAB,1974,,,2339,,,2339
Gabon,GAB,1975,,,2412,,,2412
Gabon,GAB,1976,,,2664,,,2664
Gabon,GAB,1977,,,2746,,,2746
Gabon,GAB,1978,,,2866,,,2866
Gabon,GAB,1979,,,3088,,,3088
Gabon,GAB,1980,,,3466,,,3466
Gabon,GAB,1981,,,3441,,,3441
Gabon,GAB,1982,,,3526,,,3526
Gabon,GAB,1983,,,3781,594,,4375
Gabon,GAB,1984,,,3802,616,,4418
Gabon,GAB,1985,,,3837,,,3837
Gabon,GAB,1986,,,4008,,,4008
Gabon,GAB,1987,,,4083,,,4083
Gabon,GAB,1988,,,4229,,,4229
Gabon,GAB,1989,,,4289,,,4289
Gabon,GAB,1992,,37,4782,,,4819
Gabon,GAB,1995,,,4709,,,4709
Gabon,GAB,1996,,,4943,,,4943
Gabon,GAB,1997,,,4605,,,4605
Gabon,GAB,1999,,,5107,585,,5692
Gabon,GAB,2001,,515,5399,,,5914
Gabon,GAB,2002,,,6612,,,6612
Gabon,GAB,2003,,,7764,,,7764
Gabon,GAB,2011,,,12961,,,12961
Gambia,GMB,1971,,,624,,,624
Gambia,GMB,1972,,,613,,,613
Gambia,GMB,1973,,,677,,,677
Gambia,GMB,1974,,,815,,,815
Gambia,GMB,1975,,,864,,,864
Gambia,GMB,1976,,,948,,,948
Gambia,GMB,1977,,,940,,,940
Gambia,GMB,1978,,,1094,,,1094
Gambia,GMB,1979,,,1241,,,1241
Gambia,GMB,1980,,,1377,,,1377
Gambia,GMB,1981,,,1932,,,1932
Gambia,GMB,1983,,,2503,,,2503
Gambia,GMB,1984,,,2586,,,2586
Gambia,GMB,1985,,,2748,,,2748
Gambia,GMB,1986,,,2979,,,2979
Gambia,GMB,1987,,,2590,,,2590
Gambia,GMB,1989,,,2604,,,2604
Gambia,GMB,1990,,,2504,,,2504
Gambia,GMB,1991,,,2757,,,2757
Gambia,GMB,1992,,408,2876,,,3284
Gambia,GMB,1993,,,3193,,,3193
Gambia,GMB,1994,,,3158,,,3158
Gambia,GMB,1995,,,3370,155,,3525
Gambia,GMB,1996,,,4118,,,4118
Gambia,GMB,1997,,,4391,,,4391
Gambia,GMB,1999,1434,789,4610,85,,5484
Gambia,GMB,2000,1726,,4664,,,4664
Gambia,GMB,2001,1974,,4701,,,4701
Gambia,GMB,2002,2145,,4806,,,4806
Gambia,GMB,2003,2573,,4985,,,4985
Gambia,GMB,2004,2761,,5313,134,,5447
Gambia,GMB,2005,3022,,5616,,,5616
Gambia,GMB,2006,2808,,5392,,,5392
Gambia,GMB,2007,3148,,6219,,,6219
Gambia,GMB,2008,2760,,6429,,,6429
Gambia,GMB,2009,2776,,,,,0
Gambia,GMB,2011,2046,,6074,,,6074
Gambia,GMB,2012,2480,,7206,216,,7422
Gambia,GMB,2013,2744,2254,7084,,,9338
Gambia,GMB,2014,3154,2563,7464,,1971,11998
Georgia,GEO,1981,,17610,16944,13784,,48338
Georgia,GEO,1986,,19358,17992,,,37350
Georgia,GEO,1991,,22538,20473,15561,,58572
Georgia,GEO,1992,,21874,20281,,,42155
Georgia,GEO,1993,,17657,18400,,,36057
Georgia,GEO,1994,,,18275,,,18275
Georgia,GEO,1995,,,18022,24430,,42452
Georgia,GEO,1996,,,17950,24358,,42308
Georgia,GEO,1997,,9368,16542,25549,,51459
Georgia,GEO,1999,,5811,17365,25806,,48982
Georgia,GEO,2000,40590,6896,17714,26016,18876,69502
Georgia,GEO,2001,,6958,17732,27657,,52347
Georgia,GEO,2002,,7100,18406,26038,,51544
Georgia,GEO,2003,,7303,16500,28516,,52319
Georgia,GEO,2004,,7655,,25321,,32976
Georgia,GEO,2005,,7783,,29416,,37199
Georgia,GEO,2006,,7723,,21911,,29634
Georgia,GEO,2007,,7259,,15973,,23232
Georgia,GEO,2008,24343,,35860,17824,16576,70260
Georgia,GEO,2009,22108,,33511,12297,23039,68847
Georgia,GEO,2010,,,,13335,,13335
Georgia,GEO,2012,,,,15572,,15572
Georgia,GEO,2013,19889,,31595,16260,19193,67048
Georgia,GEO,2014,19662,,31428,17884,19203,68515
Germany,DEU,1993,,137330,215414,279806,,632550
Germany,DEU,1994,,137557,224299,281814,,643670
Germany,DEU,1995,,116723,213489,302248,,632460
Germany,DEU,1996,,116793,223235,270997,,611025
Germany,DEU,1997,,116708,224517,274963,,616188
Germany,DEU,1998,,116536,221634,,,338170
Germany,DEU,1999,364683,,221318,271710,167882,660910
Germany,DEU,2000,407120,,239206,274210,171256,684672
Germany,DEU,2001,417051,,238345,272850,171278,682473
Germany,DEU,2002,416042,,235993,277042,173923,686958
Germany,DEU,2003,420402,190081,235179,,174986,600246
Germany,DEU,2004,425183,189965,232937,,172498,595400
Germany,DEU,2005,418898,189780,234107,,176737,600624
Germany,DEU,2006,412308,206741,238428,,181588,626757
Germany,DEU,2007,409411,207403,242969,,183600,633972
Germany,DEU,2008,409129,215948,239761,,188140,643849
Germany,DEU,2009,410096,215920,242329,,174641,632890
Germany,DEU,2010,410129,229791,241845,,183685,655321
Germany,DEU,2011,403058,231698,252845,,181477,666020
Germany,DEU,2012,401403,239958,250704,,178679,669341
Germany,DEU,2013,400878.4063,265192.2813,249602.8438,369749.2188,179658.7656,1064203.109
Germany,DEU,2014,410255,272449.9375,232750.0156,384603.9688,179774.7656,1069578.688
Ghana,GHA,1971,,,,902,,902
Ghana,GHA,1972,,,,947,,947
Ghana,GHA,1973,,771,,,,771
Ghana,GHA,1974,,,33752,952,,34704
Ghana,GHA,1975,,917,35334,,,36251
Ghana,GHA,1976,,,38381,1103,,39484
Ghana,GHA,1977,,,41407,,,41407
Ghana,GHA,1978,,,45119,,,45119
Ghana,GHA,1979,,,48397,,,48397
Ghana,GHA,1980,,,48146,,,48146
Ghana,GHA,1981,,,47921,,,47921
Ghana,GHA,1982,,,50685,,,50685
Ghana,GHA,1983,,,51109,,,51109
Ghana,GHA,1984,,,51691,,,51691
Ghana,GHA,1985,,,56100,,,56100
Ghana,GHA,1986,,10218,64795,,,75013
Ghana,GHA,1987,,11656,65748,,,77404
Ghana,GHA,1988,,13725,66147,,,79872
Ghana,GHA,1989,,14665,65826,,,80491
Ghana,GHA,1990,,15152,62859,,,78011
Ghana,GHA,1991,,,66946,1524,,68470
Ghana,GHA,1992,,,72451,1613,,74064
Ghana,GHA,1993,,,67760,1731,,69491
Ghana,GHA,1994,,,69232,1668,,70900
Ghana,GHA,1995,,,71863,,,71863
Ghana,GHA,1996,,,67021,,,67021
Ghana,GHA,1997,,,71340,,,71340
Ghana,GHA,1999,39786,18351,80323,,12422,111096
Ghana,GHA,2000,43113,21650,75799,,12104,109553
Ghana,GHA,2001,44194,21412,75087,,11355,107854
Ghana,GHA,2002,47445,,80552,,11993,92545
Ghana,GHA,2003,49270,,80459,,15149,95608
Ghana,GHA,2004,51419,22965,82833,,16527,122325
Ghana,GHA,2005,55958,22367,89278,,16544,128189
Ghana,GHA,2006,56485,30706,88461,,17381,136548
Ghana,GHA,2007,67005,34140,105257,,24482,163879
Ghana,GHA,2008,73656,35736,112443,,25345,173524
Ghana,GHA,2009,73211,37789,110508,,25943,174240
Ghana,GHA,2011,83339,41484,124359,,31747,197590
Ghana,GHA,2012,85847,42417,123153,10013,38589,214172
Ghana,GHA,2013,93797,45223,129599,13166,40641,228629
Ghana,GHA,2014,100921,50575,136878,13580,42333,243366
Ghana,GHA,2015,103358,52007,138928,,43489,234424
Gibraltar,GIB,1972,,1,169,,,170
Gibraltar,GIB,1973,,,129,,,129
Gibraltar,GIB,1974,,1,145,,,146
Gibraltar,GIB,1975,,1,150,,,151
Gibraltar,GIB,1976,,1,158,,,159
Gibraltar,GIB,1977,,1,150,,,151
Gibraltar,GIB,1978,,1,161,,,162
Gibraltar,GIB,1979,,1,147,,,148
Gibraltar,GIB,1980,,,149,,,149
Gibraltar,GIB,1981,,2,157,,,159
Gibraltar,GIB,1982,,5,168,,,173
Gibraltar,GIB,1983,,5,,,,5
Gibraltar,GIB,1984,,5,177,,,182
Gibraltar,GIB,1985,,5,183,,,188
Gibraltar,GIB,1997,,,172,,,172
Gibraltar,GIB,1999,98,17,92,,24,133
Gibraltar,GIB,2000,86,17,105,,38,160
Gibraltar,GIB,2001,88,21,115,,44,180
Gibraltar,GIB,2008,155,,193,,152,345
Gibraltar,GIB,2009,140,,203,,142,345
Greece,GRC,1971,,2747,29336,3483,,35566
Greece,GRC,1972,,2853,29330,3699,,35882
Greece,GRC,1973,,3355,28212,4614,,36181
Greece,GRC,1974,,3737,29773,5177,,38687
Greece,GRC,1975,,4025,30458,5744,,40227
Greece,GRC,1976,,4137,30953,6326,,41416
Greece,GRC,1977,,4504,32629,6675,,43808
Greece,GRC,1978,,5247,34664,6851,,46762
Greece,GRC,1979,,5821,35735,6970,,48526
Greece,GRC,1980,,6227,36246,7932,,50405
Greece,GRC,1981,,6514,37315,10542,,54371
Greece,GRC,1982,,6901,37947,11310,,56158
Greece,GRC,1983,,6913,37310,11603,,55826
Greece,GRC,1984,,7132,36825,12067,,56024
Greece,GRC,1985,,7472,37942,11735,,57149
Greece,GRC,1986,,7617,37994,11878,,57489
Greece,GRC,1987,,7774,37947,12350,,58071
Greece,GRC,1988,,7942,39125,12760,,59827
Greece,GRC,1989,,8136,40370,13007,,61513
Greece,GRC,1990,,8307,42485,13451,,64243
Greece,GRC,1991,,8400,43599,14207,,66206
Greece,GRC,1992,,8377,42991,14817,,66185
Greece,GRC,1993,,8179,42045,14652,,64876
Greece,GRC,1994,,8400,43789,18168,,70357
Greece,GRC,1995,,8428,44168,14656,,67252
Greece,GRC,1996,,8573,45128,15475,,69176
Greece,GRC,1997,,8789,46785,16057,,71631
